mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-10.86,3.625,-2.772,1.66,0.4009,1.19,not_hand_wash
-10.45,2.916,-2.087,1.308,0.8543,1.174,not_hand_wash
-10.34,3.416,-2.427,1.49,0.8646,1.079,not_hand_wash
-10.04,2.399,-2.057,1.114,1.199,0.8735,not_hand_wash
-9.963,2.764,-2.063,0.9429,1.105,0.9178,not_hand_wash
-9.277,2.624,-2.999,2.553,-0.09862,2.241,not_hand_wash
-8.479,3.49,-3.747,2.913,-0.1693,2.49,not_hand_wash
-9.464,2.001,-2.082,1.274,1.464,0.7123,not_hand_wash
-8.324,2.57,-3.912,2.331,-0.9917,2.118,not_hand_wash
-9.913,2.175,-2.246,1.159,1.052,1.017,not_hand_wash
-9.917,2.201,-2.16,0.7071,1.406,0.814,not_hand_wash
-9.443,2.328,-1.731,0.7313,1.292,0.8044,not_hand_wash
-9.494,2.201,-1.984,0.7485,1.22,0.7029,not_hand_wash
-9.635,2.247,-1.848,0.6189,1.564,0.7229,not_hand_wash
-9.76,2.065,-2.028,0.699,1.008,0.6927,not_hand_wash
-9.411,2.462,-2.316,1.339,1.266,0.9199,not_hand_wash
-9.331,2.923,-1.665,0.6041,1.352,0.9717,not_hand_wash
-9.476,2.393,-1.815,0.5495,1.499,0.7223,not_hand_wash
-9.667,3.161,-1.833,0.9392,1.715,0.7695,not_hand_wash
-9.361,2.552,-2.137,1.145,1.343,0.9497,not_hand_wash
-9.459,2.227,-2.225,1.062,1.292,0.8203,not_hand_wash
-9.624,1.986,-1.89,0.6607,1.206,0.781,not_hand_wash
-9.724,2.202,-1.941,0.7945,1.051,0.8187,not_hand_wash
-9.806,2.403,-2.019,1.018,1.235,0.7849,not_hand_wash
-9.597,1.849,-1.86,0.9474,1.259,0.8438,not_hand_wash
-9.777,2.153,-2.276,1.353,1.089,1.036,not_hand_wash
-9.914,2.6,-1.959,1.056,1.158,0.9348,not_hand_wash
-10.13,2.967,-3.146,2.18,1.011,1.395,not_hand_wash
-9.536,3.033,-2.804,1.53,1.628,1.138,not_hand_wash
-10.0,2.369,-2.016,0.7406,1.206,0.8285,not_hand_wash
-6.409,4.82,-4.39,2.869,2.721,2.02,not_hand_wash
6.594,0.8555,-1.784,0.772,6.096,0.5885,not_hand_wash
-3.256,7.688,-3.02,1.952,4.329,2.712,not_hand_wash
-9.284,2.165,-2.243,0.8617,1.476,0.8166,not_hand_wash
-9.625,3.007,-2.063,1.123,1.853,1.243,not_hand_wash
-9.662,1.467,-1.727,0.5625,1.868,1.191,not_hand_wash
-9.557,0.6974,-1.845,0.3697,0.8222,0.5162,not_hand_wash
-9.418,0.1991,-1.954,0.1815,0.9895,0.1701,not_hand_wash
-9.458,0.09946,-1.799,0.09556,1.019,0.1446,not_hand_wash
-9.426,1.045,-1.854,0.3786,1.299,1.081,not_hand_wash
-9.703,0.9368,-1.549,0.8266,1.21,0.9181,not_hand_wash
-9.13,2.188,-3.815,3.741,2.018,1.672,not_hand_wash
-3.503,7.763,2.769,5.778,3.119,2.056,not_hand_wash
-10.57,5.331,-2.741,2.255,2.124,2.687,not_hand_wash
-3.313,4.512,-1.132,2.02,8.232,3.134,not_hand_wash
-8.725,3.477,-3.048,1.2,2.797,1.558,not_hand_wash
-8.238,3.187,-4.381,2.269,3.276,2.108,not_hand_wash
-8.73,3.117,-3.714,1.812,2.41,1.971,not_hand_wash
-8.691,3.138,-3.329,1.732,2.443,1.602,not_hand_wash
-9.369,2.998,-3.211,1.475,2.405,1.434,not_hand_wash
-8.702,2.918,-3.289,1.208,2.363,1.262,not_hand_wash
-9.415,2.883,-3.421,1.207,2.553,1.434,not_hand_wash
-8.794,2.303,-2.989,1.16,2.514,1.46,not_hand_wash
1.311,7.523,-4.298,5.143,0.4479,2.634,not_hand_wash
-9.323,2.52,-3.636,2.884,2.945,1.829,not_hand_wash
-9.309,2.926,-3.522,1.402,2.904,1.51,not_hand_wash
-9.247,3.008,-3.134,1.642,2.689,1.803,not_hand_wash
-9.101,2.851,-3.123,1.565,2.239,1.734,not_hand_wash
-9.418,2.638,-3.127,1.309,2.222,1.583,not_hand_wash
-8.784,3.286,-3.21,1.514,2.577,1.403,not_hand_wash
-9.424,3.216,-3.217,1.458,2.777,1.504,not_hand_wash
-9.531,3.598,-3.834,2.167,2.474,1.684,not_hand_wash
-8.895,2.814,-3.015,1.494,2.495,1.535,not_hand_wash
-9.017,2.734,-3.294,1.36,2.346,1.379,not_hand_wash
-8.864,2.727,-3.568,1.135,2.295,1.094,not_hand_wash
-8.72,2.6,-3.217,1.297,2.334,1.132,not_hand_wash
-9.343,2.66,-3.213,1.269,2.586,1.303,not_hand_wash
-8.626,2.553,-2.963,1.322,2.58,1.371,not_hand_wash
-9.256,2.859,-3.12,1.31,2.69,1.597,not_hand_wash
-9.232,2.741,-2.821,1.201,2.665,1.633,not_hand_wash
-9.026,2.152,-2.732,1.016,2.781,1.271,not_hand_wash
-6.274,4.146,-4.817,2.57,0.3395,3.56,not_hand_wash
-1.411,2.501,-7.732,2.228,-2.92,3.543,not_hand_wash
-9.132,2.234,-3.367,1.307,2.406,1.224,not_hand_wash
-9.04,2.965,-3.588,1.513,2.42,1.511,not_hand_wash
-8.967,2.54,-2.964,1.084,2.119,1.276,not_hand_wash
-9.435,2.451,-3.067,1.212,2.691,1.591,not_hand_wash
-8.697,2.507,-3.712,2.129,1.869,1.534,not_hand_wash
-9.385,2.508,-3.33,1.585,2.807,1.508,not_hand_wash
-8.833,2.19,-3.166,1.673,2.186,1.609,not_hand_wash
-9.537,2.585,-3.171,1.75,2.319,1.753,not_hand_wash
-8.679,2.093,-3.505,1.813,2.052,1.542,not_hand_wash
-9.369,2.6,-3.207,1.518,2.638,1.543,not_hand_wash
-8.772,2.316,-2.968,1.488,2.395,1.659,not_hand_wash
-9.346,2.572,-2.833,1.36,2.001,1.269,not_hand_wash
-8.998,2.553,-2.884,1.127,1.996,1.341,not_hand_wash
-9.081,2.189,-2.904,1.319,2.278,1.244,not_hand_wash
-6.852,3.687,-4.488,2.486,-0.3074,3.859,not_hand_wash
-1.918,1.27,-4.793,1.689,-8.166,2.584,not_hand_wash
-1.438,1.261,-4.328,1.78,-8.662,3.175,not_hand_wash
-6.295,4.069,-4.775,2.179,-2.639,4.898,not_hand_wash
-7.975,2.748,-4.807,2.754,0.9706,2.118,not_hand_wash
-8.635,2.831,-3.21,1.873,2.163,1.709,not_hand_wash
-9.334,2.396,-3.172,1.248,2.378,1.502,not_hand_wash
-8.999,2.094,-3.108,1.324,2.026,1.456,not_hand_wash
-9.258,2.889,-3.385,1.5,2.259,1.595,not_hand_wash
-8.926,2.751,-3.05,1.647,1.52,1.4,not_hand_wash
-9.537,2.051,-2.864,1.516,2.043,1.687,not_hand_wash
-9.089,2.347,-3.257,1.251,2.235,1.573,not_hand_wash
-9.026,1.89,-3.188,1.063,2.274,1.103,not_hand_wash
-8.96,2.128,-2.994,1.138,2.348,1.335,not_hand_wash
-9.13,1.935,-2.995,1.144,2.181,1.295,not_hand_wash
-9.203,2.28,-2.954,0.9461,2.117,1.309,not_hand_wash
-9.051,2.528,-3.038,1.628,2.103,1.513,not_hand_wash
-9.165,2.791,-3.037,1.652,2.233,1.681,not_hand_wash
-9.107,2.852,-3.558,2.627,-0.01659,1.995,not_hand_wash
-8.981,2.921,-3.011,1.566,1.826,1.315,not_hand_wash
-8.863,2.729,-2.96,1.671,2.008,1.617,not_hand_wash
-9.111,2.189,-3.738,2.023,2.127,1.55,not_hand_wash
-7.042,3.41,-6.038,2.439,0.8434,2.464,not_hand_wash
-7.242,3.796,-5.073,2.593,2.04,2.68,not_hand_wash
0.4042,2.605,-2.202,7.373,4.987,4.594,not_hand_wash
-2.899,3.331,-5.644,3.882,-5.967,5.907,hand_wash
-3.044,2.71,-5.458,3.928,-7.085,3.91,hand_wash
-4.039,2.325,-5.981,3.256,-1.915,5.614,hand_wash
-4.492,2.343,-6.424,2.091,-5.285,2.983,hand_wash
-5.372,1.909,-4.924,3.49,1.026,5.345,hand_wash
-4.741,1.086,-6.204,2.115,-2.617,4.749,hand_wash
-4.367,1.376,-5.525,1.871,-4.258,4.726,hand_wash
-5.577,1.698,-3.411,4.163,3.419,4.507,hand_wash
-6.004,1.078,-4.56,3.345,0.1199,5.075,hand_wash
-4.635,1.238,-5.7,1.727,-1.52,5.758,hand_wash
-4.766,1.547,-7.086,1.909,-2.102,3.875,hand_wash
-3.228,2.151,-7.567,2.135,-3.186,4.408,hand_wash
-3.367,1.693,-6.799,2.322,-5.104,3.345,hand_wash
-4.817,2.222,-7.398,3.351,-1.46,3.98,hand_wash
-3.9,2.99,-7.537,3.325,-0.5754,4.675,hand_wash
-3.839,1.807,-7.791,3.377,0.778,4.41,hand_wash
-3.138,2.134,-7.854,3.536,0.9368,4.775,hand_wash
-3.315,0.9139,-5.421,4.118,3.643,4.59,hand_wash
-4.869,1.423,-6.664,3.395,-0.2272,3.969,hand_wash
-4.958,1.529,-6.812,2.246,-1.342,3.972,hand_wash
-5.295,1.576,-6.952,2.063,-1.969,3.398,hand_wash
-5.046,0.9908,-5.806,3.192,1.669,4.434,hand_wash
-4.375,2.073,-6.961,2.734,-3.273,4.23,hand_wash
-4.802,1.631,-6.561,2.153,-3.993,3.455,hand_wash
-3.461,2.266,-5.68,3.057,-4.712,5.37,hand_wash
-3.702,2.175,-5.055,3.062,-4.798,5.806,hand_wash
-5.956,1.266,-5.001,3.304,-0.1162,4.886,hand_wash
-5.079,1.428,-5.797,1.862,-2.846,4.974,hand_wash
-5.175,0.9925,-5.464,2.255,-3.194,4.734,hand_wash
-4.571,1.737,-6.778,3.153,-0.937,4.363,hand_wash
-4.777,1.558,-6.929,3.558,2.661,3.92,hand_wash
-3.143,1.957,-7.885,2.956,-0.443,4.644,hand_wash
-3.168,2.877,-8.491,3.678,-0.2928,4.347,hand_wash
